numberOfOccurrences;species;taxonKey;intraSpeciesPercentage
362;Impatiens balsamina;2891773;0.48
362;Cytisus multiflorus;7681436;0.16
361;Narthecium reverchonii;5300974;4.95
361;Rissoella verruculosa;5279290;100.0
361;Buxbaumia aphylla;2682840;3.83
361;Grimmia lisae;5281756;1.3
361;Aquilegia bernardii;4931365;0.53
360;Ulota crispula;4278593;3.42
360;Jungermannia pumila;2689393;17.73
360;Phoenix canariensis;7445284;100.0
360;Festuca salzmannii;5941734;0.06
360;Populus trichocarpa;6362904;0.12
360;Chondracanthus acicularis;5279140;66.42
359;Viola scabra;5665287;0.06
359;Vicia monantha;2975416;0.05
359;Ptychostomum bimum;7702924;3.61
359;Atractylis cancellata;5398279;23.25
358;Borago pygmaea;4063741;0.87
358;Tolpis virgata;3097191;2.43
358;Bucklandiella macounii;7456145;11.6
357;Helichrysum arenarium;3131809;0.59
357;Gyroweisia tenuis;2671855;100.0
356;Tortula marginata;5280599;2.1
356;Soliva sessilis;3092691;100.0
356;Lupinus regalis;2964309;3.56
355;Anoectangium aestivum;2670446;100.0
355;Sedum monregalense;5690470;0.12
355;Mastocarpus stellatus;2667288;100.0
354;Lescuraea radicosa;4279149;9.25
354;Distichium inclinatum;2673118;13.19
354;Succowia balearica;3040899;100.0
354;Porella pinnata;5286318;3.23
353;Cyperus vegetus;8294899;0.51
353;Scandosorbus intermedia;10071055;100.0
353;Subularia aquatica;5373421;100.0
352;Hieracium pallidum;3135466;0.15
352;Furcellaria lumbricalis;2666910;100.0
352;Rubus cinerascens;2995861;0.07
352;Cerastium stenopetalum;7266994;0.08
352;Viola corsica;7296660;0.06
352;Opuntia engelmannii;8014872;1.74
350;Lathyrus japonicus;5356714;0.08
350;Encalypta alpina;5280150;5.05
350;Digitalis fucata;7852504;0.28
349;Saxifraga adscendens;3032719;0.12
349;Polytrichum longisetum;4280068;0.5
349;Clematis cirrhosa;6374830;0.12
349;Anaphalis margaritacea;4926336;100.0
349;Narcissus medioluteus;2858896;0.49
348;Allium sativum;2856681;0.14
347;Campanula ficarioides;5409927;0.08
347;Potamogeton fluitans;7629840;0.3
347;Lescuraea mutabilis;7599450;9.06
347;Tradescantia virginiana;2765272;50.81
347;Panicum hillmanii;2705098;1.18
346;Odontarrhena robertiana;10997536;9.96
346;Cytisus infestus;7274998;0.15
346;Limonium companyonis;4088675;0.6
345;Robinia hispida;5352221;0.2
345;Glycyrrhiza glabra;2965732;100.0
345;Ranunculus trilobus;3033460;0.03
345;Rubus divaricatus;2991260;0.07
345;Linaria micrantha;7451655;0.15
345;Rostraria litorea;4139261;2.89
345;Scolymus grandiflorus;5403745;5.11
345;Koelreuteria paniculata;5421180;100.0
344;Lotus subbiflorus;5356841;0.06
344;Bucklandiella affinis;8268207;11.15
344;Ranunculus marschlinsii;3922803;0.03
343;Lotus creticus;5356939;0.06
343;Porella obtusata;7819325;3.13
343;Hypoglossum hypoglossoides;2661577;100.0
342;Ulmus procera;7634307;0.16
342;Minuartia glomerata;7267689;2.18
342;Melampyrum subalpinum;11105407;0.28
342;Alchemilla crinita;3028699;0.34
341;Cymbalaria aequitriloba;7331882;0.53
341;Solanum decipiens;2932872;0.13
340;Biscutella neustriaca;3041767;0.99
340;Artemisia borealis;6064327;0.11
340;Silene campanula;7833459;0.04
340;Scapania cuspiduligera;8306353;3.38
340;Polygonum roberti;5652341;0.17
339;Polygala amara;4051803;0.2
339;Agrostis alba;8376843;0.07
338;Festuca pyrenaica;4116443;0.06
338;Meesia uliginosa;5282428;52.24
338;Eragrostis curvula;2705378;1.1
338;Ellisolandia elongata;8103861;100.0
337;Southbya tophacea;2689503;35.77
337;Alyssum orophilum;3691132;0.74
337;Iris unguicularis;5298051;0.15
336;Festuca ochroleuca;4119224;0.05
336;Galeopsis speciosa;5341305;0.22
336;Tradescantia fluminensis;2765156;49.19
335;Iberis carnosa;5377256;1.05
335;Taraxacum maculatum;5394385;0.32
335;Rosa majalis;3002263;0.07
335;Onopordum tauricum;3094939;1.52
334;Sisymbrium loeselii;3046875;0.43
333;Pteris vittata;5275398;25.85
333;Centaurea napifolia;3128601;0.07
333;Medicago turbinata;2965461;0.07
333;Plasteurhynchium meridionale;7351936;19.05
333;Alchemilla connivens;3028082;0.33
332;Silene nodulosa;7623861;0.04
332;Cotoneaster granatensis;3025671;0.76
332;Cupressus arizonica;2683969;6.95
332;Ammoides pusilla;6026523;100.0
332;Riccia beyrichiana;5286299;3.53
331;Euphorbia humifusa;3067054;0.03
331;Centaurium grandiflorum;11980679;0.38
331;Erigeron blakei;3146841;0.11
331;Potentilla intermedia;5365705;0.04
331;Rubus fuscus;8128432;0.06
331;Triglochin bulbosa;2865355;2.2
330;Centaurea sphaerocephala;3128081;0.07
329;Lophozia silvicola;4277247;12.25
329;Carex vaginata;2725816;0.02
328;Fissidens osmundoides;5283206;1.14
327;Aegilotriticum triticoides;4137135;100.0
327;Physalis peruviana;5341784;65.01
327;Papaver strigosum;2888461;0.14
326;Senecio squalidus;3109117;0.09
326;Isoetes delilei;5792178;1.4
326;Lysimachia loeflingii;11465627;0.07
326;Scrophularia trifoliata;8056147;0.16
325;Tephroseris palustris;7363445;2.96
325;Amaranthus hypochondriacus;9080185;0.29
324;Narcissus incomparabilis;2859255;0.46
324;Rubus incanescens;2991367;0.06
324;Utricularia bremii;7658928;1.19
324;Lotus tetragonolobus;5356862;0.05
323;Plantago weldenii;7302991;0.03
323;Ulva compressa;5273322;16.05
323;Carex macrostylos;9280727;0.01
323;Cichorium endivia;5392243;0.59
323;Cynoglossum pustulatum;7294938;1.28
323;Silene requienii;5584582;0.04
323;Brachythecium mildeanum;7475289;1.17
322;Riccia michelii;8040816;3.42
322;Thinopyrum corsicum;10866747;1.72
322;Encalypta rhaptocarpa;5280154;4.65
322;Panicum repens;2705093;1.09
321;Ornithopus sativus;5358266;0.72
321;Trisetum alpestre;4114274;0.34
321;Spergularia nicaeensis;7476437;0.63
321;Gamochaeta falcata;3139715;9.31
321;Rhizomnium magnifolium;8157239;4.92
321;Sporobolus townsendii;9393876;0.85
321;Cirsium hybridum;8029008;0.04
320;Anemone apennina;3927746;0.21
320;Centaurium scilloides;8618547;0.37
320;Erodium maritimum;7529768;0.24
320;Alchemilla chirophylla;3028876;0.32
320;Syzygiella autumnalis;8268133;100.0
319;Oncophorus virens;5282299;100.0
319;Galium anglicum;2913219;0.03
319;Legousia pentagonia;3158779;0.95
318;Grimmia anodon;5281711;1.15
318;Delphinium hispanicum;8429167;1.3
317;Hieracium cottetii;7361093;0.13
317;Hieracium inuloides;3134975;0.13
317;Gracilaria gracilis;5278844;38.42
317;Cystopteris dickieana;2650819;0.93
317;Melampyrum velebiticum;8325829;0.26
317;Cytisus ardoinii;5354548;0.14
316;Thymelaea calycina;7311393;1.82
316;Carduus aurosicus;7559278;0.21
316;Bartramia stricta;5281406;6.38
315;Dipsacus ferox;4103011;0.23
315;Atriplex tornabenei;7339962;0.35
315;Diospyros lotus;3032980;68.33
315;Asplenium ticinense;8275977;0.07
314;Delphinium montanum;8292009;1.29
314;Riccia bifurca;5710080;3.34
314;Zygodon conoideus;5280968;6.23
313;Dipsacus sativus;2888816;0.23
313;Armeria pungens;7136719;0.62
313;Plagiobryum zieri;4280248;100.0
312;Majovskya ambigua;9285492;100.0
311;Solanum physalifolium;2932144;0.12
311;Geranium tuberosum;2890791;0.03
310;Chylocladia verticillata;2663388;100.0
310;Calypogeia neesiana;2689328;4.94
310;Albizia julibrissin;2972983;100.0
310;Eryngium viviparum;3641026;0.15
309;Thymelaea tinctoria;7311454;1.78
309;Anomobryum concinnatum;12227520;61.43
309;Rosa serafinii;3007190;0.07
309;Meesia triquetra;7376166;47.76
308;Codonoblepharon forsteri;7683852;100.0
308;Callistephus chinensis;3092946;100.0
308;Hieracium sonchoides;3136102;0.13
308;Biscutella flexuosa;3041887;0.89
306;Silene hampeana;5384788;0.04
306;Saxifraga hirculus;3032811;0.1
306;Hypecoum imberbe;2888557;12.16
306;Hieracium tridentatum;3136145;0.13
306;Laser trilobum;3630948;100.0
305;Bryum weigelii;2676686;3.95
305;Blasia pusilla;2688661;100.0
305;Minuartia tenuifolia;7616628;1.94
305;Hylocomiastrum umbratum;9403436;52.32
305;Commelina communis;2764179;100.0
305;Arabis caucasica;5374922;0.34
304;Pseudoamblystegium subtile;7468905;100.0
304;Cinclidium stygium;5282711;100.0
304;Silene cretica;8150863;0.04
304;Orchis beyrichii;2849313;0.07
303;Staphisagria picta;7581852;26.44
303;Rubus micans;2989144;0.06
303;Roaldia revoluta;10141198;100.0
303;Gomphocarpus fruticosus;7150619;29.91
303;Veratrum lobelianum;2742050;0.82
302;Scapania curta;2689216;3.0
302;Orobanche rigens;3731275;0.29
302;Lavandula intermedia;12021612;0.43
302;Grimmia incurva;5281730;1.09
302;Armeria multiceps;5668283;0.6
302;Rubus arduennensis;2990967;0.06
301;Orchis bergonii;2849368;0.07
301;Valerianella pumila;7298917;0.25
301;Cardamine crassifolia;3045993;0.08
301;Cyperus glomeratus;2715054;0.43
301;Pulmonaria mollis;7958783;0.34
300;Najas major;5329338;1.7
300;Metaneckera menziesii;2678721;100.0
300;Elatine macropoda;8390188;3.09
300;Grimmia caespiticia;5281718;1.08
300;Ceramium shuttleworthianum;9152889;23.49
299;Senecio sarracenicus;7903764;0.08
299;Solenostoma confertissimum;7455972;9.48
299;Epipactis kleinii;5318903;0.14
299;Veratrum nigrum;2742096;0.81
298;Riccia warnstorfii;5931123;3.17
298;Amblyodon dealbatus;8428680;100.0
298;Dicranella rufescens;5710583;2.92
297;Salix mollissima;8696073;0.04
297;Lophoziopsis longidens;8051909;32.6
297;Nananthea perpusilla;3087073;100.0
297;Vertebrata fruticulosa;7549632;24.09
297;Liagora viscida;5278729;100.0
296;Acacia saligna;2978552;2.13
296;Rubus nemorosus;2988765;0.06
296;Ulota coarctata;2671943;2.81
296;Cochlearia aestuaria;5373251;4.3
296;Kallymenia reniformis;2666738;100.0
296;Entosthodon muhlenbergii;2674033;16.71
295;Riccia ciliata;7958926;3.14
295;Hedypnois cretica;5394840;4.14
294;Rosa subcanina;7578787;0.06
294;Allium savii;2856566;0.12
294;Orobanche grenieri;3733192;0.28
294;Riccia ciliifera;8050494;3.13
294;Orobanche sanguinea;7686533;0.28
294;Hieracium urticaceum;3135238;0.12
293;Asplenium cuneifolium;7310930;0.07
293;Hieracium chondrillifolium;4228433;0.12
293;Atriplex longipes;3757720;0.33
293;Nonea pallens;7622027;27.43
293;Allium pendulinum;2856456;0.11
292;Orchis spuria;2849361;0.07
292;Nepeta latifolia;7309151;3.08
292;Mnium lycopodioides;5282697;2.7
292;Plumbago auriculata;3082283;18.96
291;Sematophyllum demissum;2680707;100.0
291;Genista aetnensis;5347587;0.1
291;Stachys ocymastrum;2927266;0.08
291;Scabiosa corsica;4104063;0.26
290;Myosotis soleirolii;5660712;0.08
290;Leucanthemum crassifolium;5703321;0.15
289;Eurhynchiastrum diversifolium;11094947;36.91
289;Nicotiana rustica;2928775;10.32
289;Phlomis fruticosa;2927452;3.01
289;Hydrogonium croceum;9321704;100.0
288;Rosa pervirens;3010928;0.06
288;Hieracium nobile;3136020;0.12
287;Daphne oleoides;7311536;0.21
287;Sphaerocarpos michelii;5286305;62.39
286;Gastroclonium ovatum;2663787;100.0
285;Verbascum conocarpum;7333207;0.16
285;Sarmentypnum sarmentosum;7904558;14.06
285;Calypogeia integristipula;2689330;4.54
285;Kosteletzkya pentacarpos;4939647;100.0
284;Rubus pedatifolius;2993076;0.05
284;Galium papillosum;2913290;0.02
283;Sisyrinchium angustifolium;5296015;28.36
283;Mutellina corsica;7318317;5.54
283;Fuscocephaloziopsis pleniceps;9517005;11.62
283;Alternanthera philoxeroides;3084923;100.0
283;Rudbeckia hirta;3114225;14.45
283;Primula media;5640537;0.08
282;Lycium ferocissimum;3797394;5.04
282;Sagittaria graminea;5329038;2.69
282;Medicago murex;2965209;0.06
282;Helleborus lividus;8308655;0.18
282;Chenopodium giganteum;3756077;0.18
282;Bupleurum aristatum;8352218;0.24
282;Mannia androgyna;5286290;42.86
281;Hibiscus trionum;3152560;0.67
281;Odontoschisma denudatum;2689177;26.46
280;Trachycarpus fortunei;2739071;100.0
280;Berberis thunbergii;3033896;0.69
280;Calypogeia sphagnicola;2689326;4.46
280;Fuirena pubescens;2719050;100.0
279;Gladiolus byzantinus;2750100;0.88
279;Sporobolus alterniflorus;9394776;0.74
278;Rhinanthus pseudoantiquus;3741940;0.3
278;Hylocomiastrum pyrenaicum;9556321;47.68
278;Bunium pachypodum;3641006;1.23
278;Picris rhagadioloides;3093286;0.16
278;Grimmia donniana;5281749;1.0
277;Orobanche litorea;3732566;0.27
277;Facchinia cerastiifolia;8998109;7.59
277;Hieracium vasconicum;3135909;0.11
277;Orthodicranum fulvum;7435862;4.89
277;Drimia fugax;2776643;16.34
277;Campylopus brevipilus;5281844;3.08
276;Psilathera ovata;4150187;100.0
276;Serapias nurrica;5314882;0.42
276;Euphorbia variabilis;3070292;0.03
276;Calystegia silvatica;2928446;0.11
276;Cucumis sativus;2874569;42.66
275;Pilosella saussureoides;3123676;0.1
275;Logfia neglecta;3115787;0.76
275;Porphyra umbilicalis;5275705;70.33
275;Grimmia reflexidens;8138816;0.99
275;Brachypodium hybridum;7367661;0.05
275;Microbryum rectum;2671419;12.97
275;Ulota hutchinsiae;2671915;2.61
274;Corispermum pallasii;3083975;21.54
274;Dimorphotheca sinuata;5402350;9.31
274;Bidens bipinnata;5389402;0.28
273;Cyperus difformis;2714796;0.39
272;Pilosella visianii;9541940;0.1
272;Salicornia obscura;7896251;1.92
272;Malcolmia maritima;5373124;100.0
272;Diphasiastrum oellgaardii;3991175;2.99
272;Anthoxanthum ovatum;4133491;0.1
271;Phelipanche lavandulacea;7332076;2.77
271;Polyneura bonnemaisonii;5278307;100.0
271;Obtusifolium obtusum;2689187;100.0
271;Orchis pauciflora;2785019;0.06
270;Alchemilla amphisericea;8371635;0.27
270;Andreaea alpestris;5283981;12.11
270;Euphorbia tommasiniana;3064282;0.03
270;Heterocladium flaccidum;7599742;16.71
270;Solenopsis corsica;5413151;21.16
270;Soldanella villosa;4004972;1.05
270;Medicago doliata;2965459;0.05
269;Festuca borderei;5827766;0.04
269;Draba incana;3049770;0.24
269;Cirsium rigens;3113610;0.03
269;Ulva clathrata;9402904;13.36
269;Lamium bifidum;7308131;0.06
268;Sphagnum platyphyllum;2669200;0.44
268;Orthotrichum patens;2672744;1.33
268;Aloina rigida;2671383;13.21
268;Centaurea diffusa;3128962;0.06
268;Physocarpus opulifolius;2988354;100.0
268;Alleniella besseri;7717578;3.38
268;Orthotrichum scanicum;2672644;1.33
267;Maresia nana;5377766;100.0
267;Dianthus arrostoi;10816167;0.14
267;Bellevalia trifoliata;2771988;4.26
267;Selaginella kraussiana;2688189;1.37
266;Melilotus italicus;2971064;0.25
266;Riccia breidleri;7465957;2.83
266;Ptelea trifoliata;3190411;100.0
265;Hieracium cirritum;3135577;0.11
265;Cololejeunea rossettiana;7949690;26.71
264;Grimmia longirostris;5281737;0.95
264;Stachys cretica;2927296;0.08
263;Caragana arborescens;2943190;100.0
263;Pohlia lutescens;5282547;3.22
263;Hygrohypnella ochracea;7506968;100.0
263;Thesium humile;6037999;0.5
262;Trifolium leucanthum;5358823;0.02
262;Spiraea alba;3026585;5.6
262;Tortella fragilis;2671368;2.32
261;Tolypella intricata;2638200;13.0
261;Membranoptera alata;8920944;100.0
261;Sphagnum recurvum;2669111;0.43
261;Senecio elegans;7819589;0.07
260;Centaurea graminifolia;9579067;0.06
260;Blindiadelphus recurvatus;10658500;100.0
260;Amphidium lapponicum;2672778;12.78
260;Hieracium rupestre;3136591;0.11
260;Riccia huebeneriana;5836563;2.77
260;Scleropodium cespitans;2679837;16.79
260;Orobanche pubescens;7332328;0.25
260;Taraxacum raii;5695826;0.25
260;Potentilla multifida;8416400;0.03
259;Achnatherum virescens;10970528;0.63
259;Hieracium pellitum;3136111;0.11
259;Polygonum scoparium;5652103;0.13
259;Hieracium cantalicum;3135995;0.11
259;Thuja occidentalis;2684178;28.65
258;Narcissus hispanicus;2858384;0.36
258;Euphorbia corsica;3067602;0.03
258;Limonium humile;4088825;0.45
258;Hieracium viride;3136629;0.11
258;Onopordum acaulon;3094884;1.17
257;Phytolacca dioica;7309625;0.92
257;Senecio vernalis;6063730;0.07
257;Fumaria petteri;8165465;0.27
256;Adenostyles briquetii;3133724;0.47
256;Crataegus praemonticola;3015786;0.05
255;Ixia maculata;5297080;100.0
255;Osmundea hybrida;2659413;100.0
254;Mannia triandra;5286287;38.6
254;Sarcocapnos enneaphylla;7314894;100.0
254;Oeosporangium hispanicum;9742144;5.15
254;Vicia argentea;2974893;0.04
254;Vicia laeta;2974885;0.04
254;Carex vulpinoidea;2728060;0.01
254;Rhinanthus burnatii;8217564;0.28
253;Draba subnivalis;3050093;0.23
253;Centaurea corymbosa;3128595;0.06
253;Fontinalis hypnoides;2678785;2.8
252;Andreaea nivalis;5283946;11.3
252;Euthamia graminifolia;3092782;100.0
252;Hieracium chloropsis;8597563;0.1
251;Amaranthus viridis;5384334;0.23
251;Puccinellia rupestris;2704684;2.93
251;Plagiomnium medium;7924391;0.91
251;Bellium nivale;3104122;12.46
251;Erodium rodiei;3826231;0.19
251;Ephemerum recurvifolium;5281536;18.43
250;Nitella capillaris;2637887;4.07
250;Freesia alba;8246227;31.77
250;Pilosella guthnikiana;3123405;0.09
250;Campanula fritschii;5411957;0.06
249;Sphondylothamnion multifidum;2658352;100.0
248;Sisymbrium chrysanthum;3046929;0.32
248;Rubus nigricans;11220454;0.05
248;Peyssonnelia rubra;2667806;4.83
247;Radula lindenbergiana;5286322;1.76
247;Narcissus obsoletus;2858796;0.35
247;Geranium versicolor;2890739;0.02
246;Oxytropis foucaudii;5361309;1.06
246;Plagiothecium platyphyllum;5283463;2.41
246;Spiraea billiardii;7732954;5.26
246;Ephedra nebrodensis;2653437;2.78
245;Hieracium auricula;7895558;0.1
245;Polysiphonia stricta;5277926;68.63
245;Rubus collinus;2989996;0.05
245;Carex macrostyla;2722200;0.01
245;Fritillaria moggridgei;8382664;0.77
245;Polyides rotunda;8231752;100.0
245;Rhodothamniella floridula;2668632;100.0
244;Romulea arnaudii;2743973;1.64
244;Fritillaria montana;5300547;0.77
244;Buckia vaucheri;10636304;100.0
244;Cystoclonium purpureum;2667639;100.0
244;Neopyropia spec;12238937;100.0
244;Nothoscordum borbonicum;2855486;100.0
244;Saxifraga hariotii;3752980;0.08
244;Cucurbita maxima;2874515;29.22
243;Medicago tornata;2965250;0.05
243;Brassica tournefortii;3042624;0.59
243;Gemmabryum klinggraeffii;8270459;3.65
243;Sphagnum majus;2668990;0.4
242;Calamagrostis stricta;2704899;0.28
241;Viola roccabrunensis;5663642;0.04
241;Vitis vulpina;5372401;0.78
241;Biscutella didyma;3041843;0.7
240;Cuscuta suaveolens;2927484;0.92
239;Dysphania multifida;5568361;1.9
239;Centaurea cineraria;3128305;0.05
239;Taraxacum navarrense;5696874;0.23
239;Euphorbia insularis;3066581;0.02
239;Dianthus benearnensis;3814532;0.12
238;Limonium obtusifolium;4089362;0.41
238;Cistus florentinus;3595586;0.19
238;Sciuro-hypnum starkei;7430843;5.37
237;Diphasiastrum zeilleri;2688382;2.6
237;Scapania paludosa;4277179;2.36
237;Callithamnion tetragonum;2658566;28.52
237;Medicago tenoreana;2965557;0.05
237;Papaver pinnatifidum;3603136;0.1
236;Thymus citriodorus;5607452;0.11
236;Imbribryum gemmiparum;8245232;10.82
236;Brassica juncea;3042751;0.58
236;Convolvulus sepium;7384966;0.09
236;Tortula mucronifolia;5280571;1.39
236;Bornetia secundiflora;2658705;100.0
236;Alyssum loiseleurii;3044795;0.52
235;Aloe maculata;2777430;26.11
235;Echium sabulicola;7295578;0.16
235;Hieracium taurinense;3136812;0.1
235;Helianthus pauciflorus;3119231;2.12
235;Vertebrata lanosa;2660688;19.06
235;Polystichum illyricum;4047218;0.25
235;Silene petrarchae;5585213;0.03
234;Rubus macrostachys;2997879;0.05
234;Hieracium kochianum;4213429;0.1
234;Herniaria latifolia;7314268;0.84
233;Corydalis pumila;8047523;1.02
233;Lophozia ascendens;4277254;8.68
233;Festuca pallens;4118209;0.04
233;Geranium lanuginosum;2890281;0.02
233;Pilosella floribunda;3123193;0.08
232;Alchemilla grenieri;3027525;0.23
232;Rosulabryum donianum;7692051;1.55
232;Thymelaea ruizii;7904027;1.34
232;Pilosella hypeurya;3123321;0.08
232;Allium atroviolaceum;2857640;0.09
231;Cyperus alternifolius;2714156;0.33
231;Scleranthus verticillatus;3593901;0.56
231;Brachydontium trichodes;7841385;100.0
231;Micromeria graeca;7521321;23.84
231;Delairea odorata;3134183;100.0
231;Entosthodon attenuatus;2674067;13.04
231;Plagius flosculosus;5393702;100.0
230;Rosulabryum canariense;7522133;1.54
230;Anchusa procera;5341202;2.87
230;Bryopsis plumosa;5272029;68.45
230;Ranunculus bullatus;3922635;0.02
229;Ceramium diaphanum;5277142;17.93
229;Gymnomitrion corallioides;8188960;17.62
229;Hieracium onosmoides;3135395;0.09
229;Anthoceros punctatus;2689594;59.64
229;Arenaria ligericina;5585684;0.16
228;Limonium dubium;4090168;0.4
228;Abies cephalonica;2685326;0.18
228;Sisymbrium pallescens;3693199;0.3
228;Cerastium gibraltaricum;3811439;0.05
228;Rhodobryum ontariense;5282526;20.47
228;Rubus phyllostachys;2995030;0.04
228;Cladophora rupestris;5272898;21.61
227;Nitophyllum punctatum;2662113;100.0
227;Clevea hyalina;5710061;100.0
227;Dioscorea pyrenaica;2754551;0.19
227;Erigeron paolii;3146816;0.07
227;Rhizomnium pseudopunctatum;8327405;3.48
226;Carex mabilliana;2723063;0.01
226;Bassia scoparia;5383936;7.38
226;Dumontia contorta;5279349;100.0
226;Rosa alba;3007383;0.05
225;Chaetomorpha linum;2644592;47.87
225;Astragalus boeticus;5344663;0.18
224;Datura wrightii;2928741;0.62
224;Rubus saltuum;2990614;0.04
224;Allium parciflorum;2856945;0.09
224;Gagea spathacea;5299797;0.39
223;Paspalum vaginatum;8100050;0.98
223;Riccia crozalsii;6096601;2.37
223;Bazzania flaccida;2689061;11.3
223;Halurus equisetifolius;2658778;33.94
223;Dicranella cerviculata;5282102;2.19
223;Globularia fuxeensis;7718861;0.18
222;Trifolium alexandrinum;5358907;0.02
222;Callithamnion corymbosum;2658582;26.71
222;Phycodrys rubens;9087373;100.0
222;Salix ambigua;5372866;0.03
222;Hypericum majus;3189530;0.03
221;Veronica triloba;3724778;0.02
221;Medicago soleirolii;2965516;0.04
221;Solanum melongena;2930617;0.09
221;Rubus muelleri;9492905;0.04
221;Vicia eriocarpa;3973495;0.03
221;Euphorbia gayi;3068827;0.02
221;Helianthemum aegyptiacum;7893178;0.09
220;Tanacetum cinerariifolium;3118284;0.2
220;Salix sepulcralis;5373037;0.03
220;Bostrychia montagnei;7850324;100.0
220;Trifolium vesiculosum;5359334;0.02
220;Muscarimia muscari;2772013;100.0
220;Orobanche santolinae;3731135;0.21
219;Androsace argentea;4007895;0.4
219;Hieracium rapunculoides;3136409;0.09
219;Anthyllis circinnata;5627536;0.15
219;Lophozia longiflora;2689214;8.16
218;Pinguicula caussensis;9178322;0.56
218;Salix planifolia;5372987;0.03
218;Gaillona hookeri;10948900;67.91
218;Camelina rumelica;3042439;2.97
218;Lomentaria clavellosa;2663557;10.75
218;Euphorbia nutans;3070346;0.02
218;Hieracium levicaule;3135110;0.09
218;Genista florida;5347816;0.07
217;Rubus hebecaulis;2989016;0.04
217;Nardia compressa;2689358;13.66
217;Cynodontium strumiferum;2675170;11.92
217;Scilla peruviana;2767432;0.67
216;Gigartina pistillata;2666168;100.0
216;Potentilla crassinervia;5366809;0.03
216;Gracilaria longissima;5729951;26.18
216;Plumaria plumosa;5276802;100.0
216;Lejeunea lamacerina;4276778;6.64
215;Salix rosmarinifolia;7104059;0.03
215;Dryopteris tyrrhena;5653457;0.05
215;Juniperus virginiana;2684391;0.07
215;Colchicum neapolitanum;2739938;0.29
214;Imbribryum muehlenbeckii;8351867;9.81
214;Artemisia mutellina;8296244;0.07
214;Apoglossum ruscifolium;2661774;100.0
214;Bryonia alba;2874497;0.21
214;Philonotis marchica;2676079;3.48
214;Alchemilla demissa;3027900;0.21
214;Magnolia grandiflora;9605163;100.0
213;Erica erigena;7327590;0.1
213;Cynoglossum montanum;4063280;0.85
212;Festuca amethystina;4113725;0.03
212;Eleocharis parvula;2716818;0.21
211;Tortula canescens;5280635;1.24
211;Riccia gougetiana;8267317;2.24
211;Trifolium lucanicum;7560218;0.02
211;Hildenbrandia rubra;2665377;26.41
211;Stereodon callichrous;10846419;100.0
211;Euphorbia virgata;7402123;0.02
210;Matteuccia struthiopteris;2650999;100.0
210;Kundmannia sicula;3631370;100.0
210;Anarrhinum corsicum;3742560;2.01
210;Saxifraga corsica;7339343;0.07
210;Rubus gracilis;7879078;0.04
209;Alchemilla plicata;3027653;0.21
209;Cardamine chelidonia;3045783;0.05
209;Aphanes minutiflora;5365004;0.35
208;Nassella neesiana;5289831;56.52
208;Biantheridion undulifolium;8277878;100.0
208;Helosciadium crassipes;3631563;0.37
208;Callithamnion tetricum;2658510;25.03
208;Saponaria bellidifolia;3812815;0.17
208;Cirsium subalpinum;3112994;0.02
208;Odontites cebennensis;7363330;0.25
207;Odontarrhena corsica;11062190;5.96
207;Hieracium phlomoides;3135142;0.09
207;Oreochloa disticha;4142958;7.32
207;Pilularia minuta;10685776;2.77
207;Centaurea pouzinii;3129037;0.05
206;Cystopteris diaphana;4015015;0.6
206;Festuca sardoa;7940630;0.03
206;Taraxacum erythrosperma;10671894;0.19
206;Nemalion multifidum;2664937;100.0
205;Eucalyptus camaldulensis;11869920;24.2
205;Oxymitra incrassata;5286292;100.0
205;Verbascum nothum;3737517;0.12
205;Staphisagria requienii;8130791;17.89
204;Muscari matritensis;2772009;0.2
204;Zygophyllum fabago;3189902;100.0
204;Lophocolea coadunata;8133985;1.54
204;Sternbergia colchiciflora;5326796;2.57
204;Catoscopium nigritum;2676491;100.0
204;Ambrosia tenuifolia;3110580;0.32
204;Viola bavarica;5665263;0.04
203;Iris tuberosa;5298224;0.09
203;Artemisia molinieri;3121278;0.07
203;Fibigia clypeata;3051652;100.0
203;Cyperites bicarinata;11168483;100.0
203;Aethionema thomasianum;3051121;2.6
203;Saccogyna viticulosa;2689016;100.0
203;Populus jackii;3040241;0.07
202;Lactuca quercina;3140410;0.09
202;Clinopodium corsicum;3887664;0.09
202;Schinus molle;3190642;100.0
202;Equisetum font-queri;2687919;0.07
202;Pterothamnion plumula;2657052;100.0
202;Sphagnum molle;12219507;0.33
202;Potamogeton salicifolius;5642228;0.17
202;Drepanocladus lycopodioides;8498837;5.71
201;Mentha requienii;2927174;0.06
201;Seligeria trifaria;2670131;9.05
201;Rubus insericatus;2997383;0.04
201;Sesleria insularis;4119250;0.23
201;Pseudosasa japonica;7952471;100.0
201;Tanacetum audibertii;3118325;0.19
201;Odontoschisma fluitans;9375586;18.93
201;Hydrangea macrophylla;2985994;100.0
200;Cephaloziella rubella;11977532;4.97
200;Pastinaca kochii;6026857;0.24
200;Sesbania punicea;2970728;100.0
200;Chaerophyllum elegans;3642016;0.15
200;Silene conoidea;5384852;0.03
200;Riccardia latifrons;4277582;6.69
199;Ptychostomum turbinatum;7520557;2.0
199;Tortella densa;8650453;1.76
199;Pilosella anchusoides;3123104;0.07
199;Ahnfeltia plicata;2663815;100.0
199;Limodorum trabutianum;5312195;0.42
199;Vertebrata byssoides;7842490;16.14
198;Barbarea stricta;5374614;0.25
198;Erigeron angulosus;6063948;0.06
